date,open,high,low,close,volume,base_asset_volume,no_trades,taker_buy_vol,taker_buy_base_asset_vol
28/08/2020,383.31,398,379.75,395.11,732601.4691,286555002,311832,376745.7956,147371987.1
29/08/2020,395.1,405.69,391.88,398.65,659802.6334,263787683,300090,335970.7274,134324057.8
30/08/2020,398.65,429.89,398.3,428.94,894979.7179,370467271.1,395838,454113.3075,188019162.8
31/08/2020,428.94,439,418.04,433.79,1040748.689,447866996.2,456201,521857.1205,224568024.6
1/09/2020,433.8,488.84,429.03,475.4,1751354.577,813662129.7,763508,869375.3506,403711776.2
2/09/2020,475.4,481.39,420,439.5,1880642.469,844475154.7,825133,930825.5537,418025683.7
3/09/2020,439.5,450.7,372,381.4,2408569.342,995567239,903066,1163309.472,481135153.4
4/09/2020,381.35,400.21,357,385.26,1806488.225,696658932.1,744610,898001.9886,346399148.8
5/09/2020,385.3,395,308.42,335.01,2777166.514,967730464.9,1074986,1359142.308,474118503.5
6/09/2020,335.04,360,316.1,352.8,2017811.147,691925087.4,852597,1001126.659,343097244
7/09/2020,352.85,358.51,323,353.59,1740618.425,596754172.7,708066,875520.998,300098826.3
8/09/2020,353.59,356.58,325.38,337.39,1400246.83,476444912.5,554846,683844.9148,232727441.3
9/09/2020,337.41,359,330.51,350.85,879760.5626,304910633.8,381038,450864.7855,156362634.9
10/09/2020,350.85,377.25,349.91,367.93,1134287.611,416598205.7,512819,564874.9986,207485762.5
11/09/2020,367.93,375.27,355.49,373.63,844017.5997,308822715.1,367615,423159.4833,154876994.9
12/09/2020,373.62,388.57,364.73,387.78,766542.3164,287133871.2,318774,391980.7873,146905887.1
13/09/2020,387.78,390.43,350,366.42,989195.6905,367969518.5,430236,471379.9413,175392358.4
14/09/2020,366.43,384.64,355.73,377.12,1042059.623,387238794.7,476828,520997.6271,193631762.6
15/09/2020,377.12,382.47,362.34,364.06,883856.3301,328317009.6,405048,425660.9356,158082601.8
16/09/2020,364.05,373.45,355,365.11,841709.9894,306622238.1,371665,401737.0712,146390592.3
17/09/2020,365.04,394.14,363.3,389.36,1256300.411,479026710.9,505247,649410.5462,247663754.9
18/09/2020,389.35,392.58,375.33,384.39,804194.4722,308748579.8,323159,390631.1479,150003338.3
19/09/2020,384.4,388.72,377,385.25,570908.3355,218785730.1,230924,275383.51,105557594.3
20/09/2020,385.25,385.45,365,371.04,693164.4014,259700927.5,275295,339273.5343,127111733
21/09/2020,371.04,376.8,331,340.36,1283946.031,452134893.6,472560,614255.1334,216255854.3
22/09/2020,340.31,346.91,335.34,344.21,842731.1288,288166815.5,286593,406238.8793,138901899.8
23/09/2020,344.18,344.65,313.29,320.72,940904.4976,313808761.1,323226,451952.709,150859607.8
24/09/2020,320.72,353.1,316.67,348.97,1071705.097,360708689.4,371450,541195.9319,182260574.8
25/09/2020,348.97,358,337.58,351.92,860643.7792,298266918.8,310536,428498.4178,148520979.7
26/09/2020,351.93,356.4,345.88,353.92,530879.2076,186812160.4,217834,265973.6236,93597365.19
27/09/2020,353.95,362.14,347.24,357.49,569568.5504,202411362.7,230526,278104.4953,98851342.52
28/09/2020,357.58,368.2,351.7,353.96,757758.4304,273063157.8,261317,365322.5282,131705221.5
29/09/2020,353.91,360.63,350.45,359.79,585143.1689,208028826.5,214988,296028.8489,105268925.8
30/09/2020,359.78,361.5,351.56,359.83,498943.2323,177784824.5,173910,258138.8759,92021033.12
1/10/2020,359.83,370.45,345.51,352.85,758349.3196,271468849.8,288354,361455.0969,129606992.6
2/10/2020,352.83,354.55,334.24,345.6,733571.8421,251829017.5,286023,359044.9934,123230178
3/10/2020,345.6,351,343.7,345.95,303595.719,105401893.4,136755,157899.9943,54819449.94
4/10/2020,345.94,354.45,343.81,352.37,343932.9171,119961274.7,138736,168705.2326,58850037.6
5/10/2020,352.34,356.1,348.54,353.62,376740.3069,132656713,145787,185554.4014,65347144.97
6/10/2020,353.63,355.1,336.8,340.75,640063.2695,221765553.6,240812,311147.6901,107797282.8
