,timestamp,open,high,low,close,predictions,actual,trades,capital,equity
0,1704150000000,43529.94,44184.1,43529.93,44179.55,1.0,2,0.0,500000.0,500000.0
1,1704153600000,44179.55,45200.0,44148.34,45056.0,1.0,1,0.0,500000.0,500000.0
2,1704157200000,45056.0,45372.79,44686.0,44855.96,1.0,1,0.0,500000.0,500000.0
3,1704160800000,44855.96,45381.42,44855.95,45378.96,1.0,1,0.0,500000.0,500000.0
4,1704164400000,45378.96,45500.0,45131.1,45402.38,1.0,1,0.0,500000.0,500000.0
5,1704168000000,45402.38,45468.99,45170.0,45179.8,1.0,1,0.0,500000.0,500000.0
6,1704171600000,45179.8,45324.72,45121.96,45179.48,1.0,1,0.0,500000.0,500000.0
7,1704175200000,45179.48,45308.15,45130.0,45168.75,1.0,1,0.0,500000.0,500000.0
8,1704178800000,45168.75,45643.75,45168.74,45455.53,1.0,1,0.0,500000.0,500000.0
9,1704182400000,45455.52,45852.93,45326.6,45759.3,1.0,1,0.0,500000.0,500000.0
10,1704186000000,45759.3,45879.63,45631.1,45673.48,1.0,1,0.0,500000.0,500000.0
11,1704189600000,45673.48,45711.1,45431.52,45584.99,1.0,1,0.0,500000.0,500000.0
12,1704193200000,45585.0,45698.67,45200.0,45433.99,1.0,1,0.0,500000.0,500000.0
13,1704196800000,45433.99,45589.68,45271.04,45301.99,1.0,1,0.0,500000.0,500000.0
14,1704200400000,45302.0,45705.8,45264.39,45637.93,1.0,1,0.0,500000.0,500000.0
15,1704204000000,45637.92,45800.0,44970.0,45258.73,1.0,1,0.0,500000.0,500000.0
16,1704207600000,45258.73,45349.98,44833.33,45184.82,1.0,1,0.0,500000.0,500000.0
17,1704211200000,45184.83,45399.84,44890.11,45357.84,1.0,1,0.0,500000.0,500000.0
18,1704214800000,45357.84,45382.08,44950.48,44966.15,1.0,1,0.0,500000.0,500000.0
19,1704218400000,44966.16,45271.2,44944.0,45154.69,1.0,1,0.0,500000.0,500000.0
20,1704222000000,45154.7,45243.0,44790.96,45039.49,1.0,1,0.0,500000.0,500000.0
21,1704225600000,45039.49,45180.55,44742.96,44788.28,1.0,1,0.0,500000.0,500000.0
22,1704229200000,44788.27,45119.76,44600.0,45119.74,1.0,1,0.0,500000.0,500000.0
23,1704232800000,45119.74,45297.26,44840.01,44981.73,1.0,1,0.0,500000.0,500000.0
24,1704236400000,44981.72,45049.98,44802.01,44946.91,1.0,1,0.0,500000.0,500000.0
25,1704240000000,44946.91,45212.57,44862.11,45135.61,1.0,1,0.0,500000.0,500000.0
26,1704243600000,45135.61,45329.83,45102.72,45317.58,1.0,1,0.0,500000.0,500000.0
27,1704247200000,45317.58,45410.91,45211.73,45274.57,1.0,1,0.0,500000.0,500000.0
28,1704250800000,45274.57,45310.0,45151.91,45262.69,1.0,1,0.0,500000.0,500000.0
29,1704254400000,45262.7,45272.16,45115.59,45183.45,1.0,1,0.0,500000.0,500000.0
